import time: self [us] | cumulative | imported package
import time:      1585 |       1585 |                                           unittest.suite
import time:      2101 |       2101 |                                           unittest.loader
import time:      1250 |       1250 |                                               unittest.signals
import time:    276511 |     277761 |                                             unittest.runner
import time:    214470 |     492231 |                                           unittest.main
import time:   1172629 |    1876382 |                                         unittest
import time:     33485 |      33485 |                                         numpy.testing._private
import time:     32607 |      32607 |                                         numpy.testing.overrides
import time:     30857 |      30857 |                                         numpy.testing._private.extbuild
import time:    580347 |     580347 |                                         numpy.testing._private.utils
import time:   1214411 |    3768086 |                                       numpy.testing
import time:     18873 |      18873 |                                         scipy._lib.array_api_compat.common._aliases
import time:     26256 |      26256 |                                         scipy._lib.array_api_compat.numpy._typing
import time:    710508 |     755637 |                                       scipy._lib.array_api_compat.numpy._aliases
import time:    216821 |     216821 |                                       scipy._lib.array_api_compat.numpy._info
import time:     22363 |      22363 |                                         scipy._lib.array_api_compat.common._linalg
import time:    444392 |     466754 |                                       scipy._lib.array_api_compat.numpy.linalg
import time:     18981 |      18981 |                                         scipy._lib.array_api_compat.common._fft
import time:    355740 |     374720 |                                       scipy._lib.array_api_compat.numpy.fft
import time:   3424720 |   22947425 |                                     scipy._lib.array_api_compat.numpy
